epoch,train_loss,eval_loss,eval_map
0,1.7430112793287877,2.685236977052319,0.004021897795610406
1,1.271953338315051,1.0548420964285385,0.13391977144008044
2,1.0010844816957467,1.046757319176844,0.14601390270340983
3,0.8616903241042497,1.4928109793699988,0.14278549568675386
4,0.7960731259579789,0.7677614379298779,0.2037185350420686
5,0.7402842235008567,0.6736115762429644,0.20724842722986966
6,0.7130455629834869,0.6966869325138801,0.26167193142451906
7,0.6916831629749401,0.6105920947337335,0.2962033518440087
8,0.6798332352118733,0.5829206173734147,0.32658225107841027
9,0.6356725490974545,0.5767068784366283,0.36842488803125356
10,0.6224331649360954,0.5533750641715619,0.3898768499567404
11,0.5983336018217214,0.5468166803204736,0.41018965330882795
12,0.5925213274788764,0.5305507134559543,0.40295991554859195
13,0.5507894378691796,0.5022563818813295,0.4424271219858441
14,0.5577853649042923,0.5291800163975058,0.4250600187677481
15,0.5449881831959528,0.5006706349609434,0.46244410263741714
16,0.5241817973467162,0.48745837900065636,0.4442860340830823
17,0.5291053082228635,0.5395304281120152,0.4424413590952756
18,0.5107862497118196,0.5012970850911251,0.4584001958889576
19,0.511541153670285,0.4960942357316498,0.44776976421738285
20,0.4832256503606121,0.4492692617020866,0.5217562719792324
21,0.4825199092176638,0.4587170212536819,0.5069102526360084
22,0.4651419650255938,0.48483558033787927,0.49884496535219325
23,0.4682054786366711,0.4668229974286501,0.4984721562206802
24,0.4399638533128375,0.4735586811867795,0.5123306304712503
25,0.4553848578076418,0.4408754006374714,0.5147384581044613
26,0.4465563056070053,0.4654280956863433,0.5189224834718812
27,0.4366258875637203,0.4357737099477487,0.5288200399046035
28,0.4244563638700122,0.522514086592105,0.45086451621678253
29,0.39821028013637555,0.4312258916076764,0.5157720431531608
30,0.4036609552481759,0.4643720797328062,0.5245029992395828
31,0.40359037407177434,0.45681980333124944,0.49864194544696644
32,0.40717687924548346,0.44071196423944575,0.505026451717556
33,0.39499071576715905,0.4373990633459978,0.5348786578459996
34,0.38453535022438734,0.4535289789124053,0.5354442601331486
35,0.37621446864150376,0.43637268395386924,0.5243495696650464
36,0.37477943057679947,0.4220934630364411,0.5381221300700607
37,0.3621867848741405,0.42740522960359734,0.5124315487391566
38,0.38950490603651056,0.4246252764796102,0.5286559436663557
39,0.3515713265897699,0.4755693349496339,0.4951004506959681
40,0.36259629997761794,0.4489197941251503,0.5237353763213859
41,0.3442413199272601,0.4335386472385983,0.5482577466261231
42,0.3396306511029195,0.4610395433828812,0.5281026464808452
43,0.34757731060573566,0.43991371284621633,0.5372690435584999
44,0.34915351160305486,0.4263959521240042,0.5495250802173778
45,0.343070303883534,0.4376614701378253,0.5362554637835182
46,0.31897490370134435,0.40942928703256354,0.5402354761984232
47,0.3293275253318163,0.41657689883727433,0.5459491154411799
48,0.3272739324124407,0.44542592267195386,0.5618905731266095
49,0.3245390625779267,0.4256939550702886,0.5444449003951664
50,0.3199145450666257,0.41268590762633683,0.5502007604280839
51,0.3054633007787081,0.4426693390737208,0.5441463788815146
52,0.3357288219353568,0.44643756654835487,0.5178524828161863
53,0.320780051241589,0.43294411169928176,0.5210100712476747
54,0.31856052386157707,0.4235295819681744,0.5548396172682933
55,0.3159955621113573,0.42020775296891383,0.5613411362183813
56,0.3033296111028946,0.40324602830548617,0.5472150333188285
57,0.2957306511207313,0.4168299163958823,0.5573221490834017
58,0.28324114870468464,0.41792878242888193,0.5732333513991036
59,0.2951172224974354,0.4142680998689445,0.5518751110673541
60,0.3043279744075894,0.44627345844294675,0.5384535438645662
61,0.29409326502785144,0.4488298687361932,0.5360904700074737
62,0.29820158880508363,0.4501600468805594,0.5518395395588704
63,0.2948719281630757,0.4201887226844019,0.5625116482574659
64,0.28606370729231184,0.44433126338692597,0.5318320327622249
65,0.2851974064274057,0.4792455182981121,0.5092175008105483
66,0.27196467177877165,0.39711465669232743,0.5860267880864009
67,0.26267631247581674,0.4150657643412435,0.5763440554450017
68,0.2626258267038991,0.40918047229448956,0.5747883339408348
69,0.2625941217873347,0.42713759758675746,0.5794900930543386
70,0.26607555962722124,0.4396189691484437,0.5571651890650507
71,0.2642956108782542,0.4224523698636728,0.5565342489423308
72,0.2555283059869759,0.4478493450685989,0.5431297711238665
73,0.2619854682034556,0.41107972832613215,0.5724385878672689
74,0.2636947462530915,0.4301518717015436,0.5587619983831602
75,0.25713019867351544,0.4329549547775771,0.5551337903321334
76,0.25606945574515527,0.4404346108898636,0.5518265431125965
77,0.2681669152200454,0.45868350461471913,0.5467995523920574
78,0.2523201110298068,0.4533058510039204,0.5607650973366651
79,0.25828585480901517,0.4161869449208873,0.5740071207804034
80,0.24563168870567811,0.41463908807251804,0.5780976965502103
81,0.2415986740055715,0.42598530003266744,0.5652384910077367
82,0.27199401767337367,0.43589824773082436,0.5786909283228543
83,0.2647029461795718,0.41642148688782094,0.5707058592741884
84,0.24314674711876805,0.43832756711762083,0.5473651743240376
85,0.23257268742016782,0.44618872143039406,0.5521992336722765
86,0.2602350086785476,0.42784097854250164,0.5682500962620012
87,0.2458198182429785,0.41047536529773887,0.5854319505841717
88,0.23336547311641825,0.44418595153694007,0.5604771260993178
89,0.23804439691254137,0.4412417522696562,0.5581972523533375
90,0.23739615036355846,0.43985446317251337,0.5787967055844864
91,0.2340511011706252,0.4385863408561825,0.5633486713787924
92,0.22145479650812855,0.4464553874130397,0.5458541902514306
93,0.2239256414226057,0.42537242341642234,0.5808402054238468
94,0.22120577415835532,0.4328899114399917,0.5678567259029934
95,0.24252886594733375,0.4429846203835436,0.583245292277841
96,0.22957997876382524,0.4314896055432253,0.5643418101747051
97,0.22067561496324575,0.4305625598328982,0.5657647484961235
98,0.22029325539963718,0.42858929978322613,0.5659158196188215
99,0.24136979048818002,0.43761133685592535,0.5703055372490436
100,0.2212282092190902,0.43982550802156906,0.5673072305610396
101,0.21533789911854592,0.4357663373383441,0.5689622216772604
102,0.22183530079019673,0.4252073578825293,0.5652681107028081
103,0.2152787147213049,0.45110994877741317,0.5600521483238711
104,0.230796971847575,0.44332085884818734,0.5817299811231333
105,0.21229432818954558,0.4418082818273426,0.567632173670308
106,0.21794003103261791,0.45402290030967357,0.5464262487111539
107,0.22773968767563194,0.44157400681066883,0.5709698474997191
108,0.2163611478552744,0.4438234324487605,0.5593576584758962
109,0.19942211484398822,0.42420870972465174,0.5738228052053926
110,0.2074131210722348,0.4424511808757634,0.5749025311069628
111,0.2038797276957026,0.4511367638212766,0.5620168054159664
112,0.2125157024493941,0.5362580244162286,0.5133100738972187
113,0.21997861059723198,0.4896459498608759,0.5305968506252098
114,0.20469598935967753,0.44810370465581734,0.5599001686652262
115,0.20784097446077993,0.4327532614386359,0.5813675715676245
116,0.21221531382562586,0.4744609347147535,0.5510134811770091
117,0.1982189377458179,0.42998222486917365,0.5742344439861554
118,0.21014792417041986,0.4479938310015109,0.5784388677785358
119,0.20044563797661302,0.4363240928843964,0.5678208203583825
120,0.19850109407410083,0.4258331659343816,0.5861086764343084
121,0.19496275026510662,0.42437551834786585,0.5865478390713544
122,0.18786577115031067,0.4320653406686561,0.5939382676409818
123,0.2018450334494216,0.4411042609880137,0.5649463936828253
124,0.20111606533889176,0.4284456007240355,0.5995900546848576
125,0.19721821327385736,0.4279603603505349,0.5782655082933358
126,0.19925877190981395,0.4248271630715954,0.5889898791143929
127,0.19885517436474678,0.4383607513682787,0.582201788465688
128,0.19597270620936086,0.4352542346762132,0.589738645243747
129,0.19975495895059192,0.4500820912825045,0.5813689647555916
130,0.192783686611439,0.4520870485278063,0.5602228314676171
131,0.19294898194561672,0.45095937294784444,0.5460436746377777
132,0.18430627557786058,0.47682014800781425,0.5772084020866141
133,0.19769685863288924,0.4548151204290316,0.5746705231551348
134,0.1836916063314282,0.4453904122807259,0.5832396801254349
135,0.18268763160891105,0.4649683022221854,0.5753274119898844
136,0.1852672779606474,0.4729594424251438,0.5665780217947347
137,0.19720461802259956,0.43543679654136186,0.5793914098044975
138,0.18496613987225038,0.45917662227338596,0.5753533290358508
