epoch,train_loss,eval_loss,eval_map
72,0.21974773687611293,0.39888494282729864,0.686775868125151
73,0.22230126584086438,0.39682816904644636,0.6868614778093552
74,0.21313791446648683,0.396910360617231,0.689757866955436
75,0.21816636274065024,0.38967491489972256,0.6966280833991773
76,0.21535756563630085,0.3925192910571431,0.6940572265149361
77,0.21163356379544224,0.39837466422901596,0.6896663582690516
78,0.20831128119958514,0.3903231144875519,0.6929946862014956
79,0.21479859368346543,0.39584382236465926,0.6921330878547087
80,0.2059886975627001,0.3959699462550555,0.6943784247544706
81,0.205028051474215,0.3983044887697974,0.6906519987116735
82,0.21630493971856188,0.3940160274505615,0.6920008663772146
83,0.21665202794371877,0.3968544315922168,0.6915004316921307
84,0.21386091277757044,0.39665144866751145,0.6907620395739941
85,0.20819374913139566,0.397875612096269,0.6957717508510948
86,0.21134988662101878,0.39737530456956965,0.6901854233493008
87,0.20871214638192367,0.39708569022112117,0.6947398975279271
88,0.20935315635881535,0.3947305402090383,0.692345046799662
89,0.20568201398107328,0.39755147880361985,0.6892495097133177
90,0.20652733041618584,0.39590207135030464,0.6936948208148955
91,0.2155708043839681,0.40044650319934816,0.691681216229034
92,0.20294959298135706,0.3985709127529647,0.6931706183541488
93,0.2026029819412454,0.4025924755621326,0.6931537871690854
94,0.2055031746509938,0.3980895770612613,0.6940961151016529
95,0.20988002639800193,0.3969551643659902,0.6925841092090208
96,0.20296308763528148,0.39875346329785133,0.6946462280104339
97,0.20957954123558237,0.39537871854249823,0.6919707278744232
98,0.20171096109230693,0.3951224749402482,0.6930518718119284
99,0.20415326686220875,0.39341776777607523,0.6962439894337876
100,0.20260023746045183,0.3960428991059,0.6927245950326588
101,0.19839572262903132,0.394072293773178,0.6940637442692286
102,0.20285775092093397,0.39481403337892634,0.6933461213068526
103,0.20767719788542052,0.3955683985421824,0.6933873538053815
104,0.20405736124932997,0.3949963228647099,0.6952252724294341
105,0.20127401869120765,0.39944269814232525,0.6914377507780565
106,0.2076908705415429,0.3979662139286367,0.6934764415593784
107,0.2087500158566909,0.3984594603841619,0.6939569890251228
108,0.2042517422006288,0.3939321267512418,0.6953686471320514
109,0.20646379690921723,0.3989183001740034,0.6911877387045344
